RowNumber,CustomerId,Surname,credit_score,age,balance,estimated_salary,client_risk,random_id,timestamp,junk_feature
7729,a587c0d7-3053-4fce-843e-4e8ddbe9e451,Williams,668,61,5553.04,25724.59,1,97902333,2023-08-28 00:55:52,0.4086
7730,d417b11e-2d5f-4d51-9503-014fa3ec65de,Jones,658,69,5097.67,8483.71,1,20916347,2023-11-27 06:48:49,0.4107
7731,97f362ca-e6e4-4f80-badc-f56f18a3ebd7,Miller,727,40,78879.27,146725.18,0,71294966,2023-04-19 08:44:30,-1.8364
7732,c3b865fa-65c0-4800-beb2-851c21230400,Williams,662,33,27749.83,1812.5,2,84603484,2023-11-25 14:34:40,-0.2665
7733,9678e65e-4cfe-43e6-a71e-90c16c65153b,Wilson,629,54,80757.39,34789.34,2,76678934,2023-04-27 05:48:15,1.7184
7734,fa46db0d-305e-4cb5-a5d0-f43b41db1c41,Johnson,650,33,15926.76,235693.69,0,67381081,2023-05-24 22:39:24,-0.7759
7735,515c427c-7293-4b28-bc31-56f5f1bd1ee8,Wilson,655,61,14816.82,64679.88,1,72951728,2023-08-06 14:13:39,2.2715
7736,2dc03e42-2c6b-4f25-972f-7ca063e1b63d,Rodriguez,566,48,14466.26,26348.51,1,76776747,2023-09-21 13:25:32,0.5443
7737,ab439b82-2075-47a4-958d-1a02db30d560,Davis,785,23,47874.6,9476.3,1,14969109,2023-08-27 01:49:44,0.5169
7738,d84197d4-286f-494a-9e36-30fe27b11ed3,Brown,675,47,84369.81,199242.23,0,35527490,2023-08-16 14:39:07,0.2394
7739,72afca4b-cf21-4e60-adab-9cb393329b7f,Williams,660,54,30097.82,845.11,2,96214057,2023-08-23 10:26:15,1.0461
7740,2c9a47de-9265-4b82-ba8d-305bd7d1356b,Brown,680,18,23841.25,68626.79,0,99097779,2023-01-15 11:46:46,1.1014
7741,9ff4e0dd-6f1b-43b2-844a-c34534e09db5,Rodriguez,685,68,181680.86,127284.59,1,67954192,2023-12-26 11:52:39,-0.0186
7742,2acc142f-709c-4147-bb54-257a15b7184c,Rodriguez,642,59,6207.58,1528.95,1,53733645,2023-01-12 08:37:37,-0.4303
7743,7e38aaf4-7b19-4be2-a8d7-07daefa92ce5,Miller,618,42,33338.18,77497.22,1,16810687,2023-09-03 05:29:56,-1.4248
7744,e808b44e-e972-45e0-96a2-46075f95bf5b,Rodriguez,679,63,26253.64,405444.43,0,57458476,2023-07-24 02:14:51,0.8138
7745,00aa9b39-676c-41e9-8434-400d7ddde0f6,Rodriguez,669,38,5164.06,61239.52,0,98431295,2023-08-14 22:58:38,0.0657
7746,417ddb9d-6b80-4cc0-9599-a4006fe294fc,Miller,609,52,15612.43,32135.69,1,36779293,2023-03-17 16:08:46,-0.8438
7747,7b172f3b-8ba2-415c-86c5-928b9666870d,Jones,720,55,1442.67,124479.53,0,98113548,2023-03-06 02:49:31,-0.5805
7748,187e9347-1037-4ed2-824d-059ff6b2b782,Williams,664,22,104759.97,48470.3,1,55499111,2023-11-24 11:55:18,-0.0684
7749,d55c4a29-110c-47e6-948a-be7abd4e71df,Smith,686,66,46805.48,83043.61,0,24242975,2023-09-22 15:55:12,-0.9814
7750,b7e25cda-f2f3-4f74-9da7-9022dc8389a1,Brown,719,67,84374.97,53171.74,1,85408813,2023-06-17 12:13:25,0.0486
7751,a61798f3-3b08-41d4-85a8-81a7d39b6e38,Smith,651,29,36860.64,2342.61,2,99327585,2023-09-11 09:16:06,-1.6201
7752,d1c4d806-f260-420a-b095-4944f2d9027e,Smith,665,22,45753.3,14382.68,1,80479922,2023-01-24 16:16:15,-0.5324
7753,d73fb577-f784-4ae6-9640-b8164bc5bf38,Miller,690,26,60341.26,4922.31,2,98175475,2023-07-26 20:49:27,-1.1619
7754,e55cebce-5a60-4145-820a-04e21de4c787,Jones,613,61,119304.65,6769.15,2,31804747,2023-10-22 01:02:12,0.2004
7755,3bb8fd54-1183-45e2-8370-8f4012d3bd7a,Davis,652,69,4811.88,931.52,1,49352022,2023-11-20 18:05:59,-0.9778
7756,7de7f86b-8864-4812-b338-48f69ffada26,Smith,656,26,20094.7,32804.27,1,98067611,2023-03-22 11:36:09,-0.559
7757,204eb206-f668-4b9f-a77a-3dbb08b46598,Smith,602,52,61726.1,11808.48,2,61425967,2023-02-25 15:52:26,2.2598
7758,06699fd9-3a3d-404a-bab2-8d24253e51fa,Garcia,765,18,158923.37,116150.2,0,68981217,2023-11-24 20:25:52,0.865
7759,15f0554f-438a-4142-8808-2b289f9e9006,Miller,579,64,197661.6,83186.67,2,92037319,2023-05-01 23:59:10,0.6006
7760,7220ecd1-9ed3-473c-a1ad-6127c9c80378,Garcia,585,27,50819.78,51083.15,1,66207265,2023-07-08 12:36:29,1.2976
7761,c8692665-974c-4ca9-af37-21b70761e8ea,Miller,715,63,10758.67,40285.65,1,47011817,2023-10-17 22:54:11,0.5125
7762,c56b6a95-832b-4845-bd69-86be11f83eb1,Miller,685,56,6346.74,17732.26,1,64595142,2023-08-08 00:07:59,-1.4043
7763,f70c6b53-2d29-43b0-9f65-35fb616eabf6,Wilson,598,53,145978.99,38655.87,2,70924698,2023-07-26 17:43:24,-1.3165
7764,97a6789b-0771-4f41-9cdd-462f3c3f7288,Davis,680,54,28451.67,61504.3,1,11393202,2023-01-27 03:41:25,-2.7099
7765,581a1ea2-0900-4bab-83fe-8ea75b61748d,Johnson,723,69,10834.22,91458.64,0,52139189,2023-12-31 11:23:11,0.2019
7766,6d1f2af6-3930-46f2-821e-0b92f6cc5290,Williams,648,65,135823.67,5112.7,2,61748474,2023-10-23 23:23:47,-1.0602
7767,d9288fd0-04b3-4b88-b2d9-87369dd9cd70,Brown,779,52,5520.01,73955.65,0,16252770,2023-01-17 11:38:04,-0.5704
7768,12e46c45-7f59-42a8-abe1-7076c2f14944,Smith,563,34,65387.3,81457.72,1,31923856,2023-12-16 02:46:28,-0.3199
7769,544a6095-cf93-4421-9795-1156ca9a66f5,Rodriguez,684,30,49076.55,49118.84,1,86259547,2023-03-28 05:58:02,-0.6085
7770,84762c0d-79cf-40e6-b818-2d3c069d27ec,Rodriguez,708,23,4591.22,14472.28,1,58638403,2023-04-02 07:51:06,-0.0345
7771,c2553b12-c804-417a-bc2b-d81846c244e8,Brown,694,54,20681.07,46485.46,1,15965792,2023-01-23 18:03:29,-0.283
7772,4d743a95-d5ae-4776-b3d6-8ae15eb543fe,Smith,639,65,8121.87,41914.3,1,69242846,2023-04-11 15:26:30,-0.3826
7773,2d518e5b-af8b-42d4-b2cb-6199e2411408,Smith,635,49,46380.05,38742.63,1,70565120,2023-08-21 21:49:44,-1.548
7774,55b5a8f0-23cb-43be-bd45-341fb63132f3,Miller,672,28,32419.5,37042.31,1,86266600,2023-01-16 10:55:18,0.2417
7775,dd214186-de6f-4769-8f09-7071a562397b,Johnson,690,34,214.21,7047.71,1,32930310,2023-09-07 12:53:52,2.1759
7776,9df7bf48-59d0-40d7-ac1e-cc096cdf619f,Smith,680,22,185885.69,12119.08,2,21550783,2023-01-05 22:22:07,0.2763
7777,ef1e5007-2e9f-401b-93b7-5a337844f8c8,Wilson,702,23,21507.21,6144.03,1,43645493,2023-01-23 16:30:41,2.269
7778,3cb5cc99-6dd9-4842-9ff5-689960a82798,Johnson,599,27,14934.08,16662.15,1,13456151,2023-10-10 16:08:11,-0.5683
7779,bb7be5e9-51bd-4acd-9024-5982e8baad0c,Davis,638,70,12579.91,18348.87,1,92043318,2023-05-24 07:53:46,-0.2528
7780,18dd9a29-5e85-4497-9e30-9f32bf96ede4,Brown,602,50,8647.24,16868.28,1,16374272,2023-05-27 06:12:23,-0.0199
7781,3612eebe-0f93-4b31-be75-6c8864ba47c5,Davis,630,47,352759.21,14213.94,2,71167330,2023-04-25 13:47:12,-0.1698
7782,4cc8fce5-98c6-4ddb-9a9b-01a52f095238,Davis,700,38,17485.64,79777.16,0,88691816,2023-12-25 18:59:59,1.1649
7783,68dfb200-3ccc-4e99-8b7e-94004f7509c0,Brown,655,59,26002.86,102411.6,0,91936384,2023-10-13 16:58:09,-2.1908
7784,0bebbe74-86f5-40c8-9af2-8419352ea185,Johnson,780,34,102535.29,23770.33,1,52504897,2023-08-20 10:10:28,-0.4547
7785,3c54d7ec-2192-40bd-9b77-0877777b8dcc,Rodriguez,659,44,51345.41,21841.73,1,53358088,2023-07-16 17:25:17,1.6634
7786,894122c0-b788-4578-8d86-5954e51f8180,Wilson,652,20,22998.26,111486.4,0,34970898,2023-01-16 07:56:46,-0.4966
7787,a7b9b426-05a2-424e-8da8-4b98c1a1b1ca,Wilson,655,46,114300.38,58677.83,1,51196368,2023-02-05 05:40:53,0.9286
7788,79cad137-c182-4805-adb0-56a549e7eff3,Williams,618,19,69259.59,20840.69,2,33511297,2023-03-10 06:49:52,0.6041
7789,bf97f0a8-963e-464a-b665-1477e92422b8,Smith,647,46,12932.09,75024.53,0,97020165,2023-02-16 07:40:32,-0.0726
7790,66a01a7c-8fd6-43f2-9394-a3ba997ae8e0,Garcia,706,66,51604.58,25349.91,1,33212221,2023-05-29 01:04:33,0.3166
7791,623963e3-fe12-4a8e-9ce0-0ea62ba62349,Brown,655,53,127808.43,52993.94,2,23062721,2023-09-28 17:03:59,-0.0855
7792,cf64fa7c-cc27-40fe-9276-cb61c08a4496,Rodriguez,610,51,34304.69,294653.07,0,15534983,2023-04-13 19:14:58,-2.1263
7793,1d8f8f3d-1ff3-44a9-8a20-0b958ec21cec,Garcia,603,54,66140.14,21537.31,2,14903747,2023-12-14 12:34:48,0.46
7794,a210521f-18cf-4665-909f-f2404e6d1aab,Davis,627,59,177202.16,160008.16,0,19370810,2023-09-09 03:23:46,-0.6161
7795,a6724f87-5a01-4ea9-8386-fdb7e6e3216e,Rodriguez,653,18,58625.99,23197.34,1,28376497,2023-04-28 22:03:01,-1.3768
7796,9f1add62-11aa-453d-90a2-76be62358f04,Johnson,709,43,5403.69,46629.14,1,38810078,2023-04-04 08:30:01,0.387
7797,0901e2ae-e439-44a2-bd71-1cb63bd91c64,Brown,582,18,14022.72,36969.37,1,41805219,2023-11-14 01:44:36,0.321
7798,184db8ea-b0c7-4e23-9b4e-42e4adf9f82c,Jones,634,21,45205.32,91715.61,0,94971517,2023-10-19 00:48:40,0.9814
7799,010bd1c4-6761-4c91-8a5a-9bed5a6bc0a7,Jones,657,56,16117.53,3782.31,1,37937374,2023-01-18 10:17:02,-0.2612
7800,418cce85-efec-4981-86dc-5ebbfe37f0f5,Smith,558,31,157961.65,59190.29,2,44550264,2023-04-26 05:41:43,0.8588
7801,a343ed6f-6882-4ca9-a038-d3266efba360,Rodriguez,608,63,25989.29,85793.95,0,51412589,2023-08-06 04:09:17,0.0212
7802,e8263d31-7bf6-484a-af47-6bb9ad3e4266,Rodriguez,616,35,30553.52,38336.0,1,68576615,2023-03-21 01:02:02,0.3453
7803,88b46d5c-47d6-41bf-9478-fe332d2404ed,Jones,610,51,60466.37,6675.51,2,67100109,2023-02-12 09:53:54,0.4278
7804,bb99fc12-81b0-4dac-8fb4-5c8c509447e4,Wilson,659,18,37143.11,16846.76,1,36755449,2023-05-17 14:25:58,-1.3306
7805,d6689435-e911-4571-b676-751e88db2613,Williams,641,70,24075.15,68304.66,1,69001176,2023-05-14 00:02:55,0.3771
7806,70aaf28a-0f17-407c-8954-807f35c041e3,Garcia,622,39,3986.69,135478.15,0,28101453,2023-03-06 12:02:21,0.1039
7807,bd97ec65-9acf-469f-b49d-5329132be9b4,Davis,671,33,45372.2,32850.27,1,66687574,2023-06-21 18:43:57,-0.2712
7808,604c34a2-8f00-4092-a042-96ccc1f0ee34,Jones,736,39,101088.84,49315.05,1,13402538,2023-02-07 20:24:35,0.1143
7809,b6e64d3c-e91c-4f3d-8240-31cbc940f634,Smith,731,67,57880.3,15556.18,1,28072400,2023-08-11 19:35:35,2.5496
7810,0e00e74f-885c-44dc-8987-6aad3330e8ae,Davis,553,33,24022.5,31883.47,1,65440752,2023-06-08 14:00:38,-1.9194
7811,af8bce8e-f996-448c-89be-2bca2b65f418,Smith,678,45,6832.59,24639.8,1,55122315,2023-11-14 08:08:02,-0.1315
7812,3ac0ed82-33c8-4a4a-b8a5-68b67c5f6d2a,Smith,641,45,84732.96,63944.12,1,18752467,2023-03-29 23:10:46,0.8118
7813,06a50f89-dace-4b0f-a99a-ec01647a57bf,Rodriguez,657,39,142149.15,250790.04,0,27761121,2023-11-12 18:31:59,-1.2461
7814,e5c44ac0-af35-427b-b284-8c241da9f71d,Miller,630,23,24573.46,100696.24,0,12985527,2023-06-14 12:11:01,0.371
7815,d2973f9b-d552-4aef-862b-47a76940e662,Davis,655,42,65215.85,12803.82,2,27645104,2023-07-01 12:20:37,0.3023
7816,f874e9c7-361f-45ee-813c-ff8a79a7f2a4,Johnson,657,59,26446.38,51719.32,1,53391923,2023-10-28 21:19:41,-1.589
7817,6234dcca-ecb9-4e34-9ac9-f41fdc265e96,Garcia,621,19,34884.57,4123.18,2,29908490,2023-12-09 10:26:50,-0.5843
7818,00118e1f-78e6-4cb1-8134-e6746c53c099,Davis,605,24,90539.89,17014.67,2,40966298,2023-12-20 03:13:29,1.7834
7819,be2ba4f5-a8a8-48c0-b5e7-bbd36153304f,Jones,627,70,4355.53,11340.3,1,99755581,2023-12-26 10:14:10,-1.5907
7820,a4c23045-a7aa-4621-ab2c-a0f1d936ca3e,Garcia,661,34,37786.82,24527.34,1,98187985,2023-10-07 20:54:59,-0.4389
7821,e21aaed6-d42c-49c6-bcb6-1e86b0accf48,Johnson,679,52,12079.4,68144.09,0,58211685,2023-03-16 19:29:32,-0.1652
7822,5c9ac157-3bca-416f-9cdb-2585f762c43e,Miller,692,37,20761.07,41516.07,1,40538275,2023-10-11 05:21:07,0.0042
7823,6b3d4cc3-cc1f-4f29-bdcc-739c389e0502,Brown,625,61,51701.49,162102.55,0,55471661,2023-04-05 21:36:30,-0.413
7824,633dba92-f1d4-4b95-803c-78736da46be4,Davis,664,19,1380.3,14352.48,1,83325941,2023-12-26 20:11:01,0.0823
7825,d37288ff-88c8-48fb-a1ac-d4e78a23aee1,Miller,698,24,45048.57,27173.14,1,23164777,2023-05-05 19:06:36,-0.0356
7826,27b207df-77f2-4c4c-a86d-55799abc4414,Miller,708,49,16664.82,24015.45,1,92523292,2023-12-24 08:40:24,0.7102
7827,3a1e4778-1231-4eb9-b6ff-66f676e19c5e,Jones,647,66,55355.07,16148.39,2,15912515,2023-05-25 21:03:48,0.8445
7828,7c85a6fb-b352-462a-8d87-69a7619ecc3f,Jones,638,36,7633.17,299192.59,0,85210267,2023-04-24 23:18:31,0.4395
7829,d2e1ebea-0b4b-4ee1-9b71-78e19a33db2c,Johnson,659,29,66554.64,29385.5,1,58372711,2023-06-20 18:56:20,0.2367
7830,876471fd-1620-45cf-a2f2-490642fe3af1,Davis,592,26,51872.06,169315.79,0,24806679,2023-10-06 17:42:38,-1.5635
7831,44823b1d-7f31-428d-b742-4377532eb6d2,Davis,640,44,177441.67,29704.37,2,53527780,2023-03-26 04:52:14,0.1158
7832,5414321a-f9c6-433d-a6ce-bb78d010f54a,Garcia,687,31,121088.35,13696.28,2,56232341,2023-04-09 05:22:55,1.114
7833,9632c640-c18b-42d3-84ae-0133ad1382af,Brown,682,19,16655.1,7615.91,1,10646558,2023-01-08 16:04:05,-1.6108
7834,1d6df7f3-8735-41be-87c0-5b8473e20e76,Rodriguez,636,38,1384.83,116094.79,0,46116824,2023-05-18 01:04:53,-1.3172
7835,3f09a0ad-4f26-42c8-8e81-5b8f8872bb82,Wilson,660,21,53263.99,1957.44,2,39352211,2023-07-03 19:36:35,1.4919
7836,6b192ca4-80b5-4147-8c1a-248ff3b584cb,Williams,608,68,46176.77,200115.46,0,16693266,2023-09-19 05:00:25,-1.4979
7837,05aa6a1d-c338-49d8-92a1-b56e935e488d,Williams,685,38,1390.6,32496.81,1,69148541,2023-02-20 07:19:21,-0.1027
7838,c3e2a553-adc8-4038-af49-3676701a0e58,Johnson,646,65,6544.03,17051.24,1,34556558,2023-11-03 01:17:56,-0.5516
7839,c31f9180-4337-4242-a7ce-787d57cce27e,Wilson,636,39,43937.91,57653.15,1,90186344,2023-10-18 18:13:55,1.4317
7840,df7c01f6-5cc2-4dc0-b26f-8b08b2d00397,Davis,631,66,121422.87,8556.96,2,93003928,2023-08-02 11:36:31,0.3029
7841,e90a3186-2553-4a6b-9e34-d66be87d426a,Wilson,646,19,118489.84,4492.83,2,29894434,2023-08-10 02:21:53,0.7912
7842,64787a58-dc1b-4bf9-b04c-648fcd7c6e70,Johnson,627,34,8213.38,105540.12,0,60123883,2023-11-04 22:29:05,0.0557
7843,524cfba0-96ca-4571-afa6-1aa7ceb438f6,Davis,682,36,24272.02,33168.77,1,65934774,2023-07-05 07:50:31,1.9952
7844,09cc88d3-4b42-4080-9501-3bd1d882e1b9,Williams,630,57,2208.19,43820.41,1,17907390,2023-03-21 22:26:54,-0.744
7845,8122cf50-e1e8-418b-ba69-9a77fabb6bec,Smith,729,41,31675.27,11665.79,1,92231538,2023-05-05 19:45:07,0.3436
7846,cbba0fcc-8714-4c8b-b92b-36671a2a14b0,Garcia,723,37,69935.24,3803.5,2,58761134,2023-10-18 00:32:13,1.2571
7847,23e3d296-e22b-4973-9067-0e43b7b30a65,Garcia,605,55,78025.89,27510.7,2,58849858,2023-12-06 17:19:04,1.4838
7848,0064c0ea-e32b-451f-bfa7-67b6e57779fd,Wilson,653,29,34556.41,42330.95,1,23247603,2023-01-22 20:54:51,-0.268
7849,37dc1a01-34e0-4bcc-af58-521f6fbe1e1b,Smith,617,42,5039.09,87000.23,0,36572753,2023-07-07 21:16:21,-2.0251
7850,26137c9e-58c3-4e28-bcc4-e15a5b2d7dd3,Miller,633,40,24011.91,41715.2,1,33341375,2023-08-31 13:35:07,-0.3841
7851,ba93aeb7-9f45-4cd2-8e46-ab6a2da252eb,Brown,750,67,134487.41,91535.32,1,83778197,2023-06-03 02:20:11,1.7436
7852,b5591ca5-1cc8-4087-a173-45d77ca8f568,Jones,634,51,13043.09,7359.41,1,56347727,2023-05-19 17:59:40,-0.7633
7853,1e13aba7-d6df-43a1-b311-d2b6c73cd5a4,Garcia,668,49,19265.07,3966.0,1,43937897,2023-03-31 21:18:12,0.2912
7854,29d901fd-6ed2-4890-bb20-15932a0c379b,Garcia,677,68,68684.15,10379.9,2,68264169,2023-06-25 20:42:30,-0.3071
7855,03a8eeee-906f-4640-8e7f-996624ec4373,Davis,599,41,66134.21,88707.77,1,22171249,2023-07-05 13:33:25,-0.0723
7856,17454953-d0df-441a-a9ac-e3edea837fbb,Jones,607,59,121635.99,85459.77,1,56385115,2023-10-10 19:38:27,1.3121
7857,42e2fad9-c432-41f6-960d-42303fc1fbaa,Miller,589,42,24560.85,9144.88,2,35310025,2023-09-19 21:35:21,0.2545
7858,853b36b5-f64f-480a-a3bb-deb7464d9138,Garcia,605,20,36138.97,1888.74,2,16232446,2023-11-05 20:36:40,2.0419
7859,81c363d2-1d51-4169-8776-3487a350a3cf,Jones,507,42,31498.52,69364.68,1,82422525,2023-12-31 12:52:37,0.9763
7860,7ca810fb-422a-4f67-856c-fd4bea5c83db,Williams,677,45,131382.65,115978.01,1,99710961,2023-07-04 12:21:06,0.1312
7861,296ea44f-7432-447c-8c3a-3671706ffc76,Rodriguez,752,29,73338.49,84171.7,0,89936227,2023-09-23 02:22:43,-0.0941
7862,7635b1dc-e434-438e-b93f-db448d0dda79,Rodriguez,657,43,89023.7,13598.9,2,51715058,2023-05-03 16:55:15,0.3318
7863,37f9bf33-4715-418a-ba12-5da2a43296be,Wilson,579,65,7141.48,52590.73,1,79581208,2023-01-02 14:55:03,-1.2332
7864,58390241-ffa9-4922-88ff-d6c908e79bd1,Smith,617,61,78474.02,84972.0,1,96432004,2023-09-14 11:14:44,-1.0577
7865,21657c6b-69a8-4881-b840-6f65a53bb6dd,Davis,627,25,28367.93,17729.04,1,25779867,2023-02-15 23:16:55,0.757
7866,e0589a4d-39b8-4fa2-8d77-90d130ec83bd,Brown,599,22,1180.77,45011.1,1,33956304,2023-11-02 15:35:08,0.9196
7867,d9732714-e5ee-4b2a-bc37-a0e05f76bf00,Miller,693,28,3098.47,22652.94,1,44812353,2023-11-23 07:57:46,-1.323
7868,821d4fe2-d53f-4c72-a9fc-8fbde7b4b38f,Davis,690,59,56645.89,15338.1,1,96585870,2023-12-25 08:38:15,0.8595
7869,d24af162-c74b-47f1-a197-2c249da5e70a,Garcia,592,52,23261.75,209577.7,0,66484022,2023-08-23 02:43:33,-0.1757
7870,a91f9359-b595-4aed-b537-c819dfe439ef,Jones,686,44,101291.46,146223.22,0,66557943,2023-08-24 14:25:16,-0.8312
7871,2ba4c6d1-e831-4ff9-8fca-fc2a43b05312,Jones,726,58,66264.32,35399.46,1,90328668,2023-12-02 17:08:52,-0.3146
7872,0838cd74-bad1-4927-b874-1fd3a8c5d01c,Miller,745,61,1095.92,8825.01,1,90375839,2023-12-23 22:19:57,0.8883
7873,99242cd8-41d2-4824-b3a4-229e50bc6d56,Davis,793,55,58059.77,78096.75,0,85835435,2023-02-17 22:56:17,0.6088
7874,542d1228-d874-46bd-9761-01f53cbad4be,Jones,604,36,10681.48,17718.76,1,59462725,2023-02-24 21:15:26,0.2973
7875,9ff3d142-66f1-4064-a41f-388ae158c958,Jones,791,65,27459.49,11072.72,1,27855835,2023-10-20 04:47:28,0.3785
7876,201e57b6-aadf-419e-8683-7fef70ef00f9,Brown,632,70,49006.17,28830.3,1,64526946,2023-10-13 23:23:50,-1.1409
7877,4b52f2e1-230e-488a-9ce9-1e8f390be97c,Smith,620,49,103067.45,45282.18,2,21045305,2023-11-18 09:50:01,0.5468
7878,fa90c1f3-63c9-4202-a055-92d1585c5f1f,Davis,666,63,30449.3,6151.23,1,73113829,2023-07-22 01:41:15,-0.4572
7879,80b02c9e-8710-4c8c-ab0f-5e599ffc2c04,Davis,620,45,82640.88,50882.39,1,89353202,2023-09-18 21:52:57,2.0212
7880,db558c38-238a-47cd-9bbf-a307bcb2ef11,Miller,669,53,76384.99,928.04,2,78384445,2023-05-29 10:22:21,-0.38
7881,ded15fe2-a63e-4588-9d3e-9ecb5ef832e7,Wilson,583,35,26767.74,133464.74,0,16962160,2023-09-22 23:25:46,2.2262
7882,0f31ff3e-1893-4f94-8fae-0b44f2eadc48,Johnson,638,27,34755.47,152102.58,0,57534046,2023-11-10 03:14:41,-0.1612
7883,9fc3f8ba-5426-401a-8095-9d259e9dba23,Johnson,714,49,60279.54,79246.3,0,16837962,2023-03-26 00:10:38,-0.0949
7884,79b0d2ad-ea98-46dd-80ba-2152cd24aef5,Miller,647,35,1582.19,37703.33,1,72714093,2023-10-06 21:20:44,-0.2943
7885,aa11a059-3a8d-4d4a-8880-b5a94151db71,Rodriguez,657,29,110733.94,17653.91,2,31062986,2023-10-30 22:53:54,-1.2581
7886,8ff85e38-7ade-413c-bf0d-1fba74c31748,Jones,673,68,73443.85,81780.95,1,56889884,2023-09-07 10:07:54,1.3263
7887,258820a4-921e-43ab-96dd-c5a829f7b9e8,Davis,708,25,14345.18,161116.18,0,54798866,2023-03-23 05:33:27,0.0971
7888,f2eb6ef3-98db-4948-b64c-a916fd289946,Johnson,567,50,198641.63,10356.56,2,38956163,2023-08-17 21:42:35,0.6271
7889,d96efc68-60da-4ce4-ae59-cbacbe712cac,Miller,679,63,9885.39,37621.57,1,35455363,2023-07-20 16:05:55,1.6151
7890,161de864-f623-43b9-98f1-e62d6d83ff21,Miller,636,55,122720.82,22723.11,2,90748272,2023-01-16 03:44:52,-0.1311
7891,31bdc002-d70e-4a9a-9bc4-b83bd3d99a60,Wilson,658,31,19613.14,26472.54,1,90856966,2023-02-20 11:29:34,-0.0927
7892,92842db9-b675-4e76-8a91-9f8761d67f5a,Miller,702,19,72015.72,31228.1,1,88844884,2023-05-25 03:16:38,0.1449
7893,375459f7-b923-4001-a8fc-e6a7c2c7d3bb,Miller,590,26,30474.93,181939.23,0,72978528,2023-04-06 02:43:19,-1.2829
7894,79d609ae-96fc-4e7f-8ca9-e2a031286092,Brown,599,61,66678.91,17955.91,2,27804427,2023-08-14 23:31:12,-1.8288
7895,636045bf-b3e4-4fd4-af6d-9e915723b912,Jones,553,22,8467.29,40716.31,1,41862598,2023-06-13 10:06:46,-1.5037
7896,17a37bcc-e62f-462e-9d5c-1690d80a4dfa,Brown,622,51,15701.74,181555.99,0,41879221,2023-11-17 16:08:02,1.2413
7897,da9d9cf0-2bd6-4ff4-8a53-3654847a4329,Miller,716,36,5260.13,38782.33,1,76689465,2023-09-28 22:00:14,-0.326
7898,5d86979d-bc60-4d01-9e0f-2fdffc186b99,Rodriguez,643,24,100177.38,119529.6,0,81547454,2023-07-13 01:03:10,0.7844
7899,9f8ffea0-4bcc-4466-a4ea-9c6f8c72c1b0,Jones,582,56,17569.66,3633.73,2,80702647,2023-05-13 02:20:36,-0.2585
7900,72e2eac6-481c-4f96-981d-5d5d879399f2,Jones,625,59,59286.38,183495.31,0,53448904,2023-06-17 22:17:36,-1.5777
7901,35579237-4402-4dc3-b74b-3549613c1d8d,Williams,575,34,85801.4,12460.66,2,23661280,2023-08-09 13:00:58,0.8661
7902,6d81f6bf-b80e-43d1-ad77-c22809601410,Davis,593,43,115843.45,234526.8,0,24278501,2023-06-09 22:35:30,-0.889
7903,28d39864-b4ff-4350-813f-a3884e85120c,Jones,669,63,5619.1,11584.28,1,77985182,2023-07-13 03:22:12,0.5799
7904,2c4fb083-60f2-4627-ade1-431eec9f0671,Johnson,591,44,111753.3,35258.72,2,93002638,2023-02-25 00:12:32,0.9235
7905,d3e03e71-b0fa-4cb5-ac21-6352f9b99017,Rodriguez,705,60,10985.77,22143.46,1,56061303,2023-04-29 21:06:09,-0.0443
7906,bcffa76d-c5d0-4905-a4b0-89a79dcf1783,Jones,646,45,66761.44,34068.25,1,50583684,2023-05-12 01:32:28,0.4741
7907,2c7dc039-0ba9-4ae7-b068-9190925095ac,Davis,654,37,65253.97,17302.92,2,38226479,2023-03-25 21:02:26,-1.4231
7908,a2043b5b-2fb2-4e04-b419-cec37f6bcd06,Davis,636,23,426.97,201691.05,0,79269740,2023-06-18 00:08:12,2.925
7909,62e48219-be93-4543-b37a-8ff8380533a2,Wilson,688,25,12463.08,21893.23,1,33482879,2023-11-25 04:34:15,0.4401
7910,4b9cdd44-acb4-4a75-b1db-0b527e4086af,Garcia,689,49,33854.69,63553.38,1,29610132,2023-10-16 18:08:30,0.7812
7911,0eaff8c9-8b15-422d-bda4-c1414cb0c65f,Brown,666,36,27239.35,8871.56,1,73119331,2023-05-20 18:20:04,0.9343
7912,dfea60c8-5131-4c6e-a048-d6e1edf8dfd8,Davis,678,49,125402.71,104368.52,1,45112892,2023-10-12 18:57:56,-0.1392
7913,e2cf3495-92e6-408d-9853-6bed8038056f,Williams,639,36,22294.11,46919.75,1,33339232,2023-02-22 11:12:44,0.0777
7914,0c92bc78-cb79-4faa-a920-c23c8133dc99,Rodriguez,677,41,138218.1,233082.35,0,98639690,2023-10-23 08:35:14,1.085
7915,91fcf52f-15dd-4fd2-9c74-8c75e9ebb480,Garcia,633,41,30756.49,33036.62,1,76906966,2023-05-10 01:14:00,-0.3677
7916,a73540a2-58b5-4711-9603-96102deef70d,Wilson,650,34,166704.37,13048.17,2,43762213,2023-11-07 16:56:08,0.3911
7917,27e9d33e-1c95-4c07-8997-4546d730b9e0,Rodriguez,636,35,66847.56,25480.62,2,20247911,2023-12-16 06:37:15,0.4678
7918,f3e1aa48-a746-4e8e-b76f-ae37ddc160ce,Johnson,627,29,88402.52,80128.23,1,48674567,2023-04-18 07:54:37,-0.7345
